Burgundy 150,California 50,Champagne 50,Italy 100,Liv-ex Bordeaux 500,Liv-ex Fine Wine 100,Liv-ex Fine Wine 1000,Liv-ex Fine Wine 50,Port 50,Rest of the World 60,Rhone 100,created_at,updated_at,date,load_ts
609.94,293.85,496.7,346.81,277.0,319.8,350.9,290.89,151.67,270.0,175.12,2026-02-03 13:24:04.886658+00,2026-02-03 13:24:04.886658+00,2026-01-31,2026-03-05 05:09:35.142509+00
,,,,,,,290.82,,,,2026-03-03 10:22:16.082144+00,2026-03-03 10:22:16.082144+00,2026-02-27,2026-03-05 05:09:35.142509+00
608.14,294.04,499.56,347.45,277.6,321.33,351.03,291.81,151.1,269.99,174.86,2026-03-03 12:48:11.923332+00,2026-03-03 12:48:11.923332+00,2026-02-28,2026-03-05 05:09:35.142509+00
,,,,,,,88.9,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,1999-12-31,2026-03-05 05:09:35.142509+00
,,,,,,,86.88,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2000-01-31,2026-03-05 05:09:35.142509+00
,,,,,,,88.37,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2000-02-29,2026-03-05 05:09:35.142509+00
,,,,,,,88.54,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2000-03-31,2026-03-05 05:09:35.142509+00
,,,,,,,91.07,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2000-04-30,2026-03-05 05:09:35.142509+00
,,,,,,,92.25,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2000-05-31,2026-03-05 05:09:35.142509+00
,,,,,,,91.3,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2000-06-30,2026-03-05 05:09:35.142509+00
,,,,,,,92.89,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2000-07-31,2026-03-05 05:09:35.142509+00
,,,,,,,92.89,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2000-08-31,2026-03-05 05:09:35.142509+00
,,,,,,,93.69,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2000-09-30,2026-03-05 05:09:35.142509+00
,,,,,,,96.52,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2000-10-31,2026-03-05 05:09:35.142509+00
,,,,,,,98.49,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2000-11-30,2026-03-05 05:09:35.142509+00
,,,,,,,98.66,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2000-12-31,2026-03-05 05:09:35.142509+00
,,,,,,,98.89,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2001-01-31,2026-03-05 05:09:35.142509+00
,,,,,,,98.83,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2001-02-28,2026-03-05 05:09:35.142509+00
,,,,,,,100.52,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2001-03-31,2026-03-05 05:09:35.142509+00
,,,,,,,102.2,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2001-04-30,2026-03-05 05:09:35.142509+00
,,,,,,,100.18,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2001-05-31,2026-03-05 05:09:35.142509+00
,,,,,,,102.45,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2001-06-30,2026-03-05 05:09:35.142509+00
,,,,,93.49,,99.75,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2001-07-31,2026-03-05 05:09:35.142509+00
,,,,,94.72,,101.73,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2001-08-31,2026-03-05 05:09:35.142509+00
,,,,,94.28,,103.0,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2001-09-30,2026-03-05 05:09:35.142509+00
,,,,,94.54,,100.88,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2001-10-31,2026-03-05 05:09:35.142509+00
,,,,,,,361.61,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2023-09-29,2026-03-05 05:09:35.142509+00
,,,,,94.77,,102.36,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2001-11-30,2026-03-05 05:09:35.142509+00
,,,,,94.77,,102.73,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2001-12-31,2026-03-05 05:09:35.142509+00
,,,,,95.35,,103.79,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2002-01-31,2026-03-05 05:09:35.142509+00
,,,,,96.76,,105.83,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2002-02-28,2026-03-05 05:09:35.142509+00
,,,,,99.36,,106.0,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2002-03-31,2026-03-05 05:09:35.142509+00
,,,,,97.63,,102.64,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2002-04-30,2026-03-05 05:09:35.142509+00
,,,,,100.43,,104.49,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2002-05-31,2026-03-05 05:09:35.142509+00
,,,,,101.64,,106.85,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2002-06-30,2026-03-05 05:09:35.142509+00
,,,,,102.42,,107.51,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2002-07-31,2026-03-05 05:09:35.142509+00
,,,,,101.76,,106.42,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2002-08-31,2026-03-05 05:09:35.142509+00
,,,,,97.95,,101.65,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2002-09-30,2026-03-05 05:09:35.142509+00
,,,,,98.19,,100.83,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2002-10-31,2026-03-05 05:09:35.142509+00
,,,,,96.41,,99.19,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2002-11-30,2026-03-05 05:09:35.142509+00
,,,,,98.91,,99.6,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2002-12-31,2026-03-05 05:09:35.142509+00
,,,,,92.91,,97.59,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2003-01-31,2026-03-05 05:09:35.142509+00
,,,,,92.29,,97.99,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2003-02-28,2026-03-05 05:09:35.142509+00
,,,,,95.33,,97.58,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2003-03-31,2026-03-05 05:09:35.142509+00
,,,,,95.99,,97.95,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2003-04-30,2026-03-05 05:09:35.142509+00
,,,,,97.18,,95.53,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2003-05-31,2026-03-05 05:09:35.142509+00
,,,,,97.16,,96.73,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2003-06-30,2026-03-05 05:09:35.142509+00
,,,,,98.35,,99.67,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2003-07-31,2026-03-05 05:09:35.142509+00
,,,,,98.6,,98.46,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2003-08-31,2026-03-05 05:09:35.142509+00
,,,,,97.14,,96.69,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2003-09-30,2026-03-05 05:09:35.142509+00
,,,,,98.35,,98.06,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2003-10-31,2026-03-05 05:09:35.142509+00
,,,,,98.31,,98.07,,,,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2003-11-30,2026-03-05 05:09:35.142509+00
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2003-12-31,2026-03-05 05:09:35.142509+00
101.75,100.3,101.75,99.51,98.79,100.41,100.07,98.68,,96.15,101.38,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2004-01-31,2026-03-05 05:09:35.142509+00
100.17,100.5,103.12,99.41,98.32,100.03,99.27,98.53,,94.49,97.12,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2004-02-29,2026-03-05 05:09:35.142509+00
102.36,100.6,102.03,99.88,100.25,99.62,100.55,99.48,,96.82,100.36,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2004-03-31,2026-03-05 05:09:35.142509+00
103.26,99.1,102.84,99.08,100.38,98.4,101.03,97.62,,96.34,100.93,2026-01-07 11:06:26.836831+00,2026-01-07 11:14:22.585679+00,2004-04-30,2026-03-05 05:09:35.142509+00
