lwin11,index_date,name,vintage,producer,lwin7,region
10094792012,Jul-22,"Ducru-Beaucaillou 2eme Cru Classe, Saint-Julien",2012,Ducru-Beaucaillou,1009479,Bordeaux
10094792013,Jul-22,"Ducru-Beaucaillou 2eme Cru Classe, Saint-Julien",2013,Ducru-Beaucaillou,1009479,Bordeaux
10094792014,Jul-22,"Ducru-Beaucaillou 2eme Cru Classe, Saint-Julien",2014,Ducru-Beaucaillou,1009479,Bordeaux
10094792015,Jul-22,"Ducru-Beaucaillou 2eme Cru Classe, Saint-Julien",2015,Ducru-Beaucaillou,1009479,Bordeaux
10094792016,Jul-22,"Ducru-Beaucaillou 2eme Cru Classe, Saint-Julien",2016,Ducru-Beaucaillou,1009479,Bordeaux
10094792017,Jul-22,"Ducru-Beaucaillou 2eme Cru Classe, Saint-Julien",2017,Ducru-Beaucaillou,1009479,Bordeaux
10094792018,Jul-22,"Ducru-Beaucaillou 2eme Cru Classe, Saint-Julien",2018,Ducru-Beaucaillou,1009479,Bordeaux
10094822019,Jul-22,"Chateau Duhart-Milon 4eme Cru Classe, Pauillac",2019,Duhart-Milon,1009482,Bordeaux
10094822010,Jul-22,"Chateau Duhart-Milon 4eme Cru Classe, Pauillac",2010,Duhart-Milon,1009482,Bordeaux
10094822011,Jul-22,"Chateau Duhart-Milon 4eme Cru Classe, Pauillac",2011,Duhart-Milon,1009482,Bordeaux
10094822012,Jul-22,"Chateau Duhart-Milon 4eme Cru Classe, Pauillac",2012,Duhart-Milon,1009482,Bordeaux
10094822013,Jul-22,"Chateau Duhart-Milon 4eme Cru Classe, Pauillac",2013,Duhart-Milon,1009482,Bordeaux
10094822014,Jul-22,"Chateau Duhart-Milon 4eme Cru Classe, Pauillac",2014,Duhart-Milon,1009482,Bordeaux
10094822015,Jul-22,"Chateau Duhart-Milon 4eme Cru Classe, Pauillac",2015,Duhart-Milon,1009482,Bordeaux
10094822016,Jul-22,"Chateau Duhart-Milon 4eme Cru Classe, Pauillac",2016,Duhart-Milon,1009482,Bordeaux
10094822017,Jul-22,"Chateau Duhart-Milon 4eme Cru Classe, Pauillac",2017,Duhart-Milon,1009482,Bordeaux
10094822018,Jul-22,"Chateau Duhart-Milon 4eme Cru Classe, Pauillac",2018,Duhart-Milon,1009482,Bordeaux
10095672019,Jul-22,"Chateau L'Eglise-Clinet, Pomerol",2019,L'Eglise-Clinet,1009567,Bordeaux
10095672010,Jul-22,"Chateau L'Eglise-Clinet, Pomerol",2010,L'Eglise-Clinet,1009567,Bordeaux
10095672011,Jul-22,"Chateau L'Eglise-Clinet, Pomerol",2011,L'Eglise-Clinet,1009567,Bordeaux
10095672012,Jul-22,"Chateau L'Eglise-Clinet, Pomerol",2012,L'Eglise-Clinet,1009567,Bordeaux
10095672013,Jul-22,"Chateau L'Eglise-Clinet, Pomerol",2013,L'Eglise-Clinet,1009567,Bordeaux
10095672014,Jul-22,"Chateau L'Eglise-Clinet, Pomerol",2014,L'Eglise-Clinet,1009567,Bordeaux
10095672015,Jul-22,"Chateau L'Eglise-Clinet, Pomerol",2015,L'Eglise-Clinet,1009567,Bordeaux
10095672016,Jul-22,"Chateau L'Eglise-Clinet, Pomerol",2016,L'Eglise-Clinet,1009567,Bordeaux
10095672017,Jul-22,"Chateau L'Eglise-Clinet, Pomerol",2017,L'Eglise-Clinet,1009567,Bordeaux
10095672018,Jul-22,"Chateau L'Eglise-Clinet, Pomerol",2018,L'Eglise-Clinet,1009567,Bordeaux
10096422019,Jul-22,"Chateau L'Evangile, Pomerol",2019,Chateau L'Evangile,1009642,Bordeaux
10096422010,Jul-22,"Chateau L'Evangile, Pomerol",2010,Chateau L'Evangile,1009642,Bordeaux
10096422011,Jul-22,"Chateau L'Evangile, Pomerol",2011,Chateau L'Evangile,1009642,Bordeaux
10096422012,Jul-22,"Chateau L'Evangile, Pomerol",2012,Chateau L'Evangile,1009642,Bordeaux
10096422013,Jul-22,"Chateau L'Evangile, Pomerol",2013,Chateau L'Evangile,1009642,Bordeaux
10096422014,Jul-22,"Chateau L'Evangile, Pomerol",2014,Chateau L'Evangile,1009642,Bordeaux
10096422015,Jul-22,"Chateau L'Evangile, Pomerol",2015,Chateau L'Evangile,1009642,Bordeaux
10096422016,Jul-22,"Chateau L'Evangile, Pomerol",2016,Chateau L'Evangile,1009642,Bordeaux
10096422017,Jul-22,"Chateau L'Evangile, Pomerol",2017,Chateau L'Evangile,1009642,Bordeaux
10096422018,Jul-22,"Chateau L'Evangile, Pomerol",2018,Chateau L'Evangile,1009642,Bordeaux
10101072019,Jul-22,"Chateau La Fleur-Petrus, Pomerol",2019,Chateau La Fleur-Petrus,1010107,Bordeaux
10101072010,Jul-22,"Chateau La Fleur-Petrus, Pomerol",2010,Chateau La Fleur-Petrus,1010107,Bordeaux
10101072011,Jul-22,"Chateau La Fleur-Petrus, Pomerol",2011,Chateau La Fleur-Petrus,1010107,Bordeaux
10101072012,Jul-22,"Chateau La Fleur-Petrus, Pomerol",2012,Chateau La Fleur-Petrus,1010107,Bordeaux
10101072013,Jul-22,"Chateau La Fleur-Petrus, Pomerol",2013,Chateau La Fleur-Petrus,1010107,Bordeaux
10101072014,Jul-22,"Chateau La Fleur-Petrus, Pomerol",2014,Chateau La Fleur-Petrus,1010107,Bordeaux
10101072015,Jul-22,"Chateau La Fleur-Petrus, Pomerol",2015,Chateau La Fleur-Petrus,1010107,Bordeaux
10101072016,Jul-22,"Chateau La Fleur-Petrus, Pomerol",2016,Chateau La Fleur-Petrus,1010107,Bordeaux
10101072017,Jul-22,"Chateau La Fleur-Petrus, Pomerol",2017,Chateau La Fleur-Petrus,1010107,Bordeaux
10101072018,Jul-22,"Chateau La Fleur-Petrus, Pomerol",2018,Chateau La Fleur-Petrus,1010107,Bordeaux
10103092016,Jul-22,"Les Forts de Latour, Pauillac",2016,Latour,1010309,Bordeaux
10103092007,Jul-22,"Les Forts de Latour, Pauillac",2007,Latour,1010309,Bordeaux
10103092008,Jul-22,"Les Forts de Latour, Pauillac",2008,Latour,1010309,Bordeaux
10103092009,Jul-22,"Les Forts de Latour, Pauillac",2009,Latour,1010309,Bordeaux
10103092010,Jul-22,"Les Forts de Latour, Pauillac",2010,Latour,1010309,Bordeaux
10103092011,Jul-22,"Les Forts de Latour, Pauillac",2011,Latour,1010309,Bordeaux
10103092012,Jul-22,"Les Forts de Latour, Pauillac",2012,Latour,1010309,Bordeaux
10103092013,Jul-22,"Les Forts de Latour, Pauillac",2013,Latour,1010309,Bordeaux
10103092014,Jul-22,"Les Forts de Latour, Pauillac",2014,Latour,1010309,Bordeaux
10103092015,Jul-22,"Les Forts de Latour, Pauillac",2015,Latour,1010309,Bordeaux
10996052009,Jul-22,"Gaja, Barbaresco",2009,Gaja,1099605,Piedmont
10996052010,Jul-22,"Gaja, Barbaresco",2010,Gaja,1099605,Piedmont
10996052011,Jul-22,"Gaja, Barbaresco",2011,Gaja,1099605,Piedmont
10996052012,Jul-22,"Gaja, Barbaresco",2012,Gaja,1099605,Piedmont
10996052013,Jul-22,"Gaja, Barbaresco",2013,Gaja,1099605,Piedmont
10996052014,Jul-22,"Gaja, Barbaresco",2014,Gaja,1099605,Piedmont
10996052015,Jul-22,"Gaja, Barbaresco",2015,Gaja,1099605,Piedmont
10996052016,Jul-22,"Gaja, Barbaresco",2016,Gaja,1099605,Piedmont
10996052017,Jul-22,"Gaja, Barbaresco",2017,Gaja,1099605,Piedmont
10996052018,Jul-22,"Gaja, Barbaresco",2018,Gaja,1099605,Piedmont
10567892010,Jul-22,"Domaine Georges Roumier, Bonnes Mares Grand Cru",2010,Domaine Georges Roumier,1056789,Burgundy
10567892011,Jul-22,"Domaine Georges Roumier, Bonnes Mares Grand Cru",2011,Domaine Georges Roumier,1056789,Burgundy
10567892012,Jul-22,"Domaine Georges Roumier, Bonnes Mares Grand Cru",2012,Domaine Georges Roumier,1056789,Burgundy
10567892013,Jul-22,"Domaine Georges Roumier, Bonnes Mares Grand Cru",2013,Domaine Georges Roumier,1056789,Burgundy
10567892014,Jul-22,"Domaine Georges Roumier, Bonnes Mares Grand Cru",2014,Domaine Georges Roumier,1056789,Burgundy
10567892015,Jul-22,"Domaine Georges Roumier, Bonnes Mares Grand Cru",2015,Domaine Georges Roumier,1056789,Burgundy
10567892016,Jul-22,"Domaine Georges Roumier, Bonnes Mares Grand Cru",2016,Domaine Georges Roumier,1056789,Burgundy
10567892017,Jul-22,"Domaine Georges Roumier, Bonnes Mares Grand Cru",2017,Domaine Georges Roumier,1056789,Burgundy
10567892018,Jul-22,"Domaine Georges Roumier, Bonnes Mares Grand Cru",2018,Domaine Georges Roumier,1056789,Burgundy
10567892019,Jul-22,"Domaine Georges Roumier, Bonnes Mares Grand Cru",2019,Domaine Georges Roumier,1056789,Burgundy
10984352001,Jul-22,"Giacomo Conterno, Barolo, Monfortino Riserva",2001,Giacomo Conterno,1098435,Piedmont
10984352002,Jul-22,"Giacomo Conterno, Barolo, Monfortino Riserva",2002,Giacomo Conterno,1098435,Piedmont
10984352004,Jul-22,"Giacomo Conterno, Barolo, Monfortino Riserva",2004,Giacomo Conterno,1098435,Piedmont
10984352005,Jul-22,"Giacomo Conterno, Barolo, Monfortino Riserva",2005,Giacomo Conterno,1098435,Piedmont
10984352006,Jul-22,"Giacomo Conterno, Barolo, Monfortino Riserva",2006,Giacomo Conterno,1098435,Piedmont
10984352008,Jul-22,"Giacomo Conterno, Barolo, Monfortino Riserva",2008,Giacomo Conterno,1098435,Piedmont
10984352010,Jul-22,"Giacomo Conterno, Barolo, Monfortino Riserva",2010,Giacomo Conterno,1098435,Piedmont
10984352013,Jul-22,"Giacomo Conterno, Barolo, Monfortino Riserva",2013,Giacomo Conterno,1098435,Piedmont
10984352014,Jul-22,"Giacomo Conterno, Barolo, Monfortino Riserva",2014,Giacomo Conterno,1098435,Piedmont
10984352015,Jul-22,"Giacomo Conterno, Barolo, Monfortino Riserva",2015,Giacomo Conterno,1098435,Piedmont
10107872019,Jul-22,"Chateau Grand-Puy-Lacoste 5eme Cru Classe, Pauillac",2019,Grand-Puy-Lacoste,1010787,Bordeaux
10107872010,Jul-22,"Chateau Grand-Puy-Lacoste 5eme Cru Classe, Pauillac",2010,Grand-Puy-Lacoste,1010787,Bordeaux
10107872011,Jul-22,"Chateau Grand-Puy-Lacoste 5eme Cru Classe, Pauillac",2011,Grand-Puy-Lacoste,1010787,Bordeaux
10107872012,Jul-22,"Chateau Grand-Puy-Lacoste 5eme Cru Classe, Pauillac",2012,Grand-Puy-Lacoste,1010787,Bordeaux
10107872013,Jul-22,"Chateau Grand-Puy-Lacoste 5eme Cru Classe, Pauillac",2013,Grand-Puy-Lacoste,1010787,Bordeaux
10107872014,Jul-22,"Chateau Grand-Puy-Lacoste 5eme Cru Classe, Pauillac",2014,Grand-Puy-Lacoste,1010787,Bordeaux
10107872015,Jul-22,"Chateau Grand-Puy-Lacoste 5eme Cru Classe, Pauillac",2015,Grand-Puy-Lacoste,1010787,Bordeaux
10107872016,Jul-22,"Chateau Grand-Puy-Lacoste 5eme Cru Classe, Pauillac",2016,Grand-Puy-Lacoste,1010787,Bordeaux
10107872017,Jul-22,"Chateau Grand-Puy-Lacoste 5eme Cru Classe, Pauillac",2017,Grand-Puy-Lacoste,1010787,Bordeaux
10107872018,Jul-22,"Chateau Grand-Puy-Lacoste 5eme Cru Classe, Pauillac",2018,Grand-Puy-Lacoste,1010787,Bordeaux
10110742019,Jul-22,"Chateau Gruaud Larose 2eme Cru Classe, Saint-Julien",2019,Chateau Gruaud Larose,1011074,Bordeaux
10110742010,Jul-22,"Chateau Gruaud Larose 2eme Cru Classe, Saint-Julien",2010,Chateau Gruaud Larose,1011074,Bordeaux
10110742011,Jul-22,"Chateau Gruaud Larose 2eme Cru Classe, Saint-Julien",2011,Chateau Gruaud Larose,1011074,Bordeaux
10110742012,Jul-22,"Chateau Gruaud Larose 2eme Cru Classe, Saint-Julien",2012,Chateau Gruaud Larose,1011074,Bordeaux
10110742013,Jul-22,"Chateau Gruaud Larose 2eme Cru Classe, Saint-Julien",2013,Chateau Gruaud Larose,1011074,Bordeaux
10110742014,Jul-22,"Chateau Gruaud Larose 2eme Cru Classe, Saint-Julien",2014,Chateau Gruaud Larose,1011074,Bordeaux
10110742015,Jul-22,"Chateau Gruaud Larose 2eme Cru Classe, Saint-Julien",2015,Chateau Gruaud Larose,1011074,Bordeaux
10110742016,Jul-22,"Chateau Gruaud Larose 2eme Cru Classe, Saint-Julien",2016,Chateau Gruaud Larose,1011074,Bordeaux
10110742017,Jul-22,"Chateau Gruaud Larose 2eme Cru Classe, Saint-Julien",2017,Chateau Gruaud Larose,1011074,Bordeaux
10110742018,Jul-22,"Chateau Gruaud Larose 2eme Cru Classe, Saint-Julien",2018,Chateau Gruaud Larose,1011074,Bordeaux
11131722009,Jul-22,"E. Guigal, Cote Rotie, Chateau d'Ampuis",2009,E. Guigal,1113172,Rhone
11131722010,Jul-22,"E. Guigal, Cote Rotie, Chateau d'Ampuis",2010,E. Guigal,1113172,Rhone
11131722011,Jul-22,"E. Guigal, Cote Rotie, Chateau d'Ampuis",2011,E. Guigal,1113172,Rhone
11131722012,Jul-22,"E. Guigal, Cote Rotie, Chateau d'Ampuis",2012,E. Guigal,1113172,Rhone
11131722013,Jul-22,"E. Guigal, Cote Rotie, Chateau d'Ampuis",2013,E. Guigal,1113172,Rhone
11131722014,Jul-22,"E. Guigal, Cote Rotie, Chateau d'Ampuis",2014,E. Guigal,1113172,Rhone
11131722015,Jul-22,"E. Guigal, Cote Rotie, Chateau d'Ampuis",2015,E. Guigal,1113172,Rhone
11131722016,Jul-22,"E. Guigal, Cote Rotie, Chateau d'Ampuis",2016,E. Guigal,1113172,Rhone
11131722017,Jul-22,"E. Guigal, Cote Rotie, Chateau d'Ampuis",2017,E. Guigal,1113172,Rhone
11131722018,Jul-22,"E. Guigal, Cote Rotie, Chateau d'Ampuis",2018,E. Guigal,1113172,Rhone
11131982008,Jul-22,"E. Guigal, Cote Rotie, La Landonne",2008,E. Guigal,1113198,Rhone
11131982009,Jul-22,"E. Guigal, Cote Rotie, La Landonne",2009,E. Guigal,1113198,Rhone
11131982010,Jul-22,"E. Guigal, Cote Rotie, La Landonne",2010,E. Guigal,1113198,Rhone
11131982011,Jul-22,"E. Guigal, Cote Rotie, La Landonne",2011,E. Guigal,1113198,Rhone
11131982012,Jul-22,"E. Guigal, Cote Rotie, La Landonne",2012,E. Guigal,1113198,Rhone
11131982013,Jul-22,"E. Guigal, Cote Rotie, La Landonne",2013,E. Guigal,1113198,Rhone
11131982014,Jul-22,"E. Guigal, Cote Rotie, La Landonne",2014,E. Guigal,1113198,Rhone
11131982015,Jul-22,"E. Guigal, Cote Rotie, La Landonne",2015,E. Guigal,1113198,Rhone
11131982016,Jul-22,"E. Guigal, Cote Rotie, La Landonne",2016,E. Guigal,1113198,Rhone
11131982017,Jul-22,"E. Guigal, Cote Rotie, La Landonne",2017,E. Guigal,1113198,Rhone
10111912019,Jul-22,"Chateau Haut-Bailly Cru Classe, Pessac-Leognan",2019,Chateau Haut-Bailly,1011191,Bordeaux
10111912010,Jul-22,"Chateau Haut-Bailly Cru Classe, Pessac-Leognan",2010,Chateau Haut-Bailly,1011191,Bordeaux
10111912011,Jul-22,"Chateau Haut-Bailly Cru Classe, Pessac-Leognan",2011,Chateau Haut-Bailly,1011191,Bordeaux
10111912012,Jul-22,"Chateau Haut-Bailly Cru Classe, Pessac-Leognan",2012,Chateau Haut-Bailly,1011191,Bordeaux
10111912013,Jul-22,"Chateau Haut-Bailly Cru Classe, Pessac-Leognan",2013,Chateau Haut-Bailly,1011191,Bordeaux
10111912014,Jul-22,"Chateau Haut-Bailly Cru Classe, Pessac-Leognan",2014,Chateau Haut-Bailly,1011191,Bordeaux
10111912015,Jul-22,"Chateau Haut-Bailly Cru Classe, Pessac-Leognan",2015,Chateau Haut-Bailly,1011191,Bordeaux
10111912016,Jul-22,"Chateau Haut-Bailly Cru Classe, Pessac-Leognan",2016,Chateau Haut-Bailly,1011191,Bordeaux
10111912017,Jul-22,"Chateau Haut-Bailly Cru Classe, Pessac-Leognan",2017,Chateau Haut-Bailly,1011191,Bordeaux
10111912018,Jul-22,"Chateau Haut-Bailly Cru Classe, Pessac-Leognan",2018,Chateau Haut-Bailly,1011191,Bordeaux
10112471989,Jul-22,"Chateau Haut-Brion Premier Cru Classe, Pessac-Leognan",1989,Chateau Haut-Brion,1011247,Bordeaux
10112471990,Jul-22,"Chateau Haut-Brion Premier Cru Classe, Pessac-Leognan",1990,Chateau Haut-Brion,1011247,Bordeaux
10112471995,Jul-22,"Chateau Haut-Brion Premier Cru Classe, Pessac-Leognan",1995,Chateau Haut-Brion,1011247,Bordeaux
10112471998,Jul-22,"Chateau Haut-Brion Premier Cru Classe, Pessac-Leognan",1998,Chateau Haut-Brion,1011247,Bordeaux
10112472000,Jul-22,"Chateau Haut-Brion Premier Cru Classe, Pessac-Leognan",2000,Chateau Haut-Brion,1011247,Bordeaux
10112472019,Jul-22,"Chateau Haut-Brion Premier Cru Classe, Pessac-Leognan",2019,Chateau Haut-Brion,1011247,Bordeaux
10112472010,Jul-22,"Chateau Haut-Brion Premier Cru Classe, Pessac-Leognan",2010,Chateau Haut-Brion,1011247,Bordeaux
10112472011,Jul-22,"Chateau Haut-Brion Premier Cru Classe, Pessac-Leognan",2011,Chateau Haut-Brion,1011247,Bordeaux
10112472012,Jul-22,"Chateau Haut-Brion Premier Cru Classe, Pessac-Leognan",2012,Chateau Haut-Brion,1011247,Bordeaux
10112472013,Jul-22,"Chateau Haut-Brion Premier Cru Classe, Pessac-Leognan",2013,Chateau Haut-Brion,1011247,Bordeaux
10112472014,Jul-22,"Chateau Haut-Brion Premier Cru Classe, Pessac-Leognan",2014,Chateau Haut-Brion,1011247,Bordeaux
10112472015,Jul-22,"Chateau Haut-Brion Premier Cru Classe, Pessac-Leognan",2015,Chateau Haut-Brion,1011247,Bordeaux
10112472016,Jul-22,"Chateau Haut-Brion Premier Cru Classe, Pessac-Leognan",2016,Chateau Haut-Brion,1011247,Bordeaux
10112472017,Jul-22,"Chateau Haut-Brion Premier Cru Classe, Pessac-Leognan",2017,Chateau Haut-Brion,1011247,Bordeaux
10112472018,Jul-22,"Chateau Haut-Brion Premier Cru Classe, Pessac-Leognan",2018,Chateau Haut-Brion,1011247,Bordeaux
10674202010,Jul-22,"Joseph Drouhin, Montrachet Grand Cru, Marquis de Laguiche",2010,Joseph Drouhin,1067420,Burgundy
10674202011,Jul-22,"Joseph Drouhin, Montrachet Grand Cru, Marquis de Laguiche",2011,Joseph Drouhin,1067420,Burgundy
10674202012,Jul-22,"Joseph Drouhin, Montrachet Grand Cru, Marquis de Laguiche",2012,Joseph Drouhin,1067420,Burgundy
10674202013,Jul-22,"Joseph Drouhin, Montrachet Grand Cru, Marquis de Laguiche",2013,Joseph Drouhin,1067420,Burgundy
10674202014,Jul-22,"Joseph Drouhin, Montrachet Grand Cru, Marquis de Laguiche",2014,Joseph Drouhin,1067420,Burgundy
10674202015,Jul-22,"Joseph Drouhin, Montrachet Grand Cru, Marquis de Laguiche",2015,Joseph Drouhin,1067420,Burgundy
10674202016,Jul-22,"Joseph Drouhin, Montrachet Grand Cru, Marquis de Laguiche",2016,Joseph Drouhin,1067420,Burgundy
10674202017,Jul-22,"Joseph Drouhin, Montrachet Grand Cru, Marquis de Laguiche",2017,Joseph Drouhin,1067420,Burgundy
10674202018,Jul-22,"Joseph Drouhin, Montrachet Grand Cru, Marquis de Laguiche",2018,Joseph Drouhin,1067420,Burgundy
10674202019,Jul-22,"Joseph Drouhin, Montrachet Grand Cru, Marquis de Laguiche",2019,Joseph Drouhin,1067420,Burgundy
13169352000,Jul-22,"Krug, Vintage Brut",2000,Krug,1316935,Champagne
13169352002,Jul-22,"Krug, Vintage Brut",2002,Krug,1316935,Champagne
13169352003,Jul-22,"Krug, Vintage Brut",2003,Krug,1316935,Champagne
13169352004,Jul-22,"Krug, Vintage Brut",2004,Krug,1316935,Champagne
13169352006,Jul-22,"Krug, Vintage Brut",2006,Krug,1316935,Champagne
13169352008,Jul-22,"Krug, Vintage Brut",2008,Krug,1316935,Champagne
10118721996,Jul-22,"Chateau Lafite Rothschild Premier Cru Classe, Pauillac",1996,Chateau Lafite Rothschild,1011872,Bordeaux
10118721998,Jul-22,"Chateau Lafite Rothschild Premier Cru Classe, Pauillac",1998,Chateau Lafite Rothschild,1011872,Bordeaux
10118722000,Jul-22,"Chateau Lafite Rothschild Premier Cru Classe, Pauillac",2000,Chateau Lafite Rothschild,1011872,Bordeaux
10118722003,Jul-22,"Chateau Lafite Rothschild Premier Cru Classe, Pauillac",2003,Chateau Lafite Rothschild,1011872,Bordeaux
10118722019,Jul-22,"Chateau Lafite Rothschild Premier Cru Classe, Pauillac",2019,Chateau Lafite Rothschild,1011872,Bordeaux
10118722010,Jul-22,"Chateau Lafite Rothschild Premier Cru Classe, Pauillac",2010,Chateau Lafite Rothschild,1011872,Bordeaux
10118722011,Jul-22,"Chateau Lafite Rothschild Premier Cru Classe, Pauillac",2011,Chateau Lafite Rothschild,1011872,Bordeaux
10118722012,Jul-22,"Chateau Lafite Rothschild Premier Cru Classe, Pauillac",2012,Chateau Lafite Rothschild,1011872,Bordeaux
10118722013,Jul-22,"Chateau Lafite Rothschild Premier Cru Classe, Pauillac",2013,Chateau Lafite Rothschild,1011872,Bordeaux
10118722014,Jul-22,"Chateau Lafite Rothschild Premier Cru Classe, Pauillac",2014,Chateau Lafite Rothschild,1011872,Bordeaux
10118722015,Jul-22,"Chateau Lafite Rothschild Premier Cru Classe, Pauillac",2015,Chateau Lafite Rothschild,1011872,Bordeaux
10118722016,Jul-22,"Chateau Lafite Rothschild Premier Cru Classe, Pauillac",2016,Chateau Lafite Rothschild,1011872,Bordeaux
10118722017,Jul-22,"Chateau Lafite Rothschild Premier Cru Classe, Pauillac",2017,Chateau Lafite Rothschild,1011872,Bordeaux
10118722018,Jul-22,"Chateau Lafite Rothschild Premier Cru Classe, Pauillac",2018,Chateau Lafite Rothschild,1011872,Bordeaux
10119022000,Jul-22,"Chateau Lafleur, Pomerol",2000,Chateau Lafleur,1011902,Bordeaux
10119022019,Jul-22,"Chateau Lafleur, Pomerol",2019,Chateau Lafleur,1011902,Bordeaux
10119022010,Jul-22,"Chateau Lafleur, Pomerol",2010,Chateau Lafleur,1011902,Bordeaux
10119022011,Jul-22,"Chateau Lafleur, Pomerol",2011,Chateau Lafleur,1011902,Bordeaux
10119022012,Jul-22,"Chateau Lafleur, Pomerol",2012,Chateau Lafleur,1011902,Bordeaux
10119022013,Jul-22,"Chateau Lafleur, Pomerol",2013,Chateau Lafleur,1011902,Bordeaux
10119022014,Jul-22,"Chateau Lafleur, Pomerol",2014,Chateau Lafleur,1011902,Bordeaux
10119022015,Jul-22,"Chateau Lafleur, Pomerol",2015,Chateau Lafleur,1011902,Bordeaux
10119022016,Jul-22,"Chateau Lafleur, Pomerol",2016,Chateau Lafleur,1011902,Bordeaux
10119022017,Jul-22,"Chateau Lafleur, Pomerol",2017,Chateau Lafleur,1011902,Bordeaux
10119022018,Jul-22,"Chateau Lafleur, Pomerol",2018,Chateau Lafleur,1011902,Bordeaux
10123161990,Jul-22,"Chateau Latour Premier Cru Classe, Pauillac",1990,Chateau Latour,1012316,Bordeaux
10123161996,Jul-22,"Chateau Latour Premier Cru Classe, Pauillac",1996,Chateau Latour,1012316,Bordeaux
10123162000,Jul-22,"Chateau Latour Premier Cru Classe, Pauillac",2000,Chateau Latour,1012316,Bordeaux
10123162014,Jul-22,"Chateau Latour Premier Cru Classe, Pauillac",2014,Chateau Latour,1012316,Bordeaux
10123162005,Jul-22,"Chateau Latour Premier Cru Classe, Pauillac",2005,Chateau Latour,1012316,Bordeaux
10123162006,Jul-22,"Chateau Latour Premier Cru Classe, Pauillac",2006,Chateau Latour,1012316,Bordeaux
10123162007,Jul-22,"Chateau Latour Premier Cru Classe, Pauillac",2007,Chateau Latour,1012316,Bordeaux
10123162008,Jul-22,"Chateau Latour Premier Cru Classe, Pauillac",2008,Chateau Latour,1012316,Bordeaux
10123162009,Jul-22,"Chateau Latour Premier Cru Classe, Pauillac",2009,Chateau Latour,1012316,Bordeaux
10123162010,Jul-22,"Chateau Latour Premier Cru Classe, Pauillac",2010,Chateau Latour,1012316,Bordeaux
10123162011,Jul-22,"Chateau Latour Premier Cru Classe, Pauillac",2011,Chateau Latour,1012316,Bordeaux
10123162012,Jul-22,"Chateau Latour Premier Cru Classe, Pauillac",2012,Chateau Latour,1012316,Bordeaux
10123162013,Jul-22,"Chateau Latour Premier Cru Classe, Pauillac",2013,Chateau Latour,1012316,Bordeaux
10123612019,Jul-22,"Chateau Leoville Barton 2eme Cru Classe, Saint-Julien",2019,Chateau Leoville Barton,1012361,Bordeaux
10123612010,Jul-22,"Chateau Leoville Barton 2eme Cru Classe, Saint-Julien",2010,Chateau Leoville Barton,1012361,Bordeaux
10123612011,Jul-22,"Chateau Leoville Barton 2eme Cru Classe, Saint-Julien",2011,Chateau Leoville Barton,1012361,Bordeaux
10123612012,Jul-22,"Chateau Leoville Barton 2eme Cru Classe, Saint-Julien",2012,Chateau Leoville Barton,1012361,Bordeaux
10123612013,Jul-22,"Chateau Leoville Barton 2eme Cru Classe, Saint-Julien",2013,Chateau Leoville Barton,1012361,Bordeaux
10123612014,Jul-22,"Chateau Leoville Barton 2eme Cru Classe, Saint-Julien",2014,Chateau Leoville Barton,1012361,Bordeaux
10123612015,Jul-22,"Chateau Leoville Barton 2eme Cru Classe, Saint-Julien",2015,Chateau Leoville Barton,1012361,Bordeaux
10123612016,Jul-22,"Chateau Leoville Barton 2eme Cru Classe, Saint-Julien",2016,Chateau Leoville Barton,1012361,Bordeaux
10123612017,Jul-22,"Chateau Leoville Barton 2eme Cru Classe, Saint-Julien",2017,Chateau Leoville Barton,1012361,Bordeaux
10123612018,Jul-22,"Chateau Leoville Barton 2eme Cru Classe, Saint-Julien",2018,Chateau Leoville Barton,1012361,Bordeaux
10123741996,Jul-22,"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",1996,Chateau Leoville Las Cases,1012374,Bordeaux
10123742000,Jul-22,"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",2000,Chateau Leoville Las Cases,1012374,Bordeaux
10123742019,Jul-22,"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",2019,Chateau Leoville Las Cases,1012374,Bordeaux
10123742010,Jul-22,"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",2010,Chateau Leoville Las Cases,1012374,Bordeaux
10123742011,Jul-22,"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",2011,Chateau Leoville Las Cases,1012374,Bordeaux
10123742012,Jul-22,"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",2012,Chateau Leoville Las Cases,1012374,Bordeaux
10123742013,Jul-22,"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",2013,Chateau Leoville Las Cases,1012374,Bordeaux
10123742014,Jul-22,"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",2014,Chateau Leoville Las Cases,1012374,Bordeaux
10123742015,Jul-22,"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",2015,Chateau Leoville Las Cases,1012374,Bordeaux
10123742016,Jul-22,"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",2016,Chateau Leoville Las Cases,1012374,Bordeaux
10123742017,Jul-22,"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",2017,Chateau Leoville Las Cases,1012374,Bordeaux
